4.0	56.0	0.0	0.35522624	0.06699347	0.54321616
4.0	56.0	1.0	0.33491814	0.06453181	0.58964841
4.0	56.0	2.0	0.31580351	0.06213112	0.63652430
4.0	56.0	3.0	0.29780374	0.05980361	0.68285752
4.0	56.0	4.0	0.28083970	0.05757589	0.72742009
4.0	56.0	5.0	0.26484495	0.05546724	0.76870194
4.0	56.0	6.0	0.24975599	0.05348710	0.80490332
4.0	56.0	7.0	0.23552766	0.05164609	0.83385604
4.0	56.0	8.0	0.22215271	0.04995134	0.85271303
4.0	56.0	9.0	0.20969764	0.04833992	0.85634059
4.0	56.0	10.0	0.19874677	0.04663721	0.82471968
4.0	56.0	11.0	0.19368874	0.04525989	0.66870262
4.0	56.0	12.0	0.17927567	0.04498046	0.73642083
4.0	56.0	13.0	0.16810388	0.04414511	0.71699566
4.0	56.0	14.0	0.15876299	0.04352731	0.66060505
4.0	56.0	15.0	0.15106284	0.04325736	0.57719460
4.0	56.0	16.0	0.14739090	0.04410102	0.46058051
4.0	56.0	17.0	0.12831451	0.04276734	0.34793940
4.0	56.0	18.0	0.12037573	0.04291567	0.23113864
4.0	56.0	19.0	0.11318844	0.04295353	0.09795157
4.0	56.0	20.0	0.10647521	0.04303161	0.04649229
4.0	56.0	21.0	0.10015886	0.04319204	0.19965509
4.0	56.0	22.0	0.09419144	0.04345010	0.35919882
4.0	56.0	23.0	0.08855405	0.04380327	0.52218176
4.0	56.0	24.0	0.08322005	0.04424566	0.68461728
4.0	56.0	25.0	0.07817498	0.04476525	0.84119292
4.0	56.0	26.0	0.07341401	0.04534416	0.98523556
4.0	56.0	27.0	0.06893903	0.04596231	1.10906780
4.0	56.0	28.0	0.06476272	0.04659246	1.20475486
4.0	56.0	29.0	0.06091630	0.04721548	1.26524294
4.0	56.0	30.0	0.05743042	0.04781548	1.28561515
4.0	56.0	31.0	0.05434160	0.04838704	1.26410946
4.0	56.0	32.0	0.05170062	0.04893290	1.20247579
4.0	56.0	33.0	0.04955834	0.04947026	1.10563736
4.0	56.0	34.0	0.04795471	0.05002904	0.98063871
4.0	56.0	35.0	0.04693613	0.05064270	0.83540804
4.0	56.0	36.0	0.04654797	0.05135782	0.67761494
4.0	56.0	37.0	0.04683267	0.05222480	0.51392311
4.0	56.0	38.0	0.04783557	0.05329799	0.34963367
4.0	56.0	39.0	0.04961021	0.05463391	0.18871943
4.0	56.0	40.0	0.05220002	0.05628688	0.03410610
4.0	56.0	41.0	0.05567574	0.05832263	0.11188837
4.0	56.0	42.0	0.06013394	0.06082655	0.24675250
4.0	56.0	43.0	0.06586510	0.06398641	0.36536599
4.0	56.0	44.0	0.07440069	0.06851579	0.44592765
4.0	56.0	45.0	0.09681583	0.07616823	0.38463209
4.0	56.0	47.0	0.10394245	0.08211336	0.74354291
4.0	56.0	48.0	0.11543865	0.08753785	0.76611520
4.0	56.0	49.0	0.13022920	0.09452689	0.70226971
4.0	56.0	50.0	0.13595737	0.10088223	0.86241138
4.0	56.0	51.0	0.14817098	0.10668148	0.89795810
4.0	56.0	52.0	0.16210651	0.11273972	0.89829889
4.0	56.0	53.0	0.17705952	0.11887737	0.88350505
4.0	56.0	54.0	0.19288486	0.12498316	0.85868816
4.0	56.0	55.0	0.20952695	0.13101097	0.82665792
4.0	56.0	56.0	0.22698091	0.13692163	0.78953892
4.0	56.0	57.0	0.24527237	0.14268183	0.74908668
4.0	56.0	58.0	0.26444033	0.14827602	0.70676668
4.0	56.0	59.0	0.28454650	0.15370463	0.66377020
4.0	56.0	60.0	0.30566044	0.15895973	0.62104156
4.0	56.0	61.0	0.32787215	0.16404148	0.57930124
4.0	56.0	62.0	0.35127416	0.16895325	0.53907185
4.0	56.0	63.0	0.37595995	0.17370076	0.50072551
4.0	56.0	64.0	0.40202515	0.17829088	0.46448571
4.0	56.0	65.0	0.42957180	0.18273157	0.43047497
4.0	56.0	66.0	0.45869226	0.18703168	0.39873188
4.0	56.0	67.0	0.48947782	0.19120106	0.36922944
4.0	56.0	68.0	0.52201596	0.19524890	0.34189609
4.0	56.0	69.0	0.55638372	0.19918810	0.31661778
4.0	56.0	70.0	0.59265125	0.20302675	0.29325983
4.0	56.0	71.0	0.63087221	0.20677720	0.27167016
4.0	56.0	72.0	0.67107701	0.21044746	0.25168683
4.0	56.0	73.0	0.71325945	0.21404336	0.23314371
4.0	56.0	74.0	0.75738016	0.21756994	0.21587353
4.0	56.0	75.0	0.80334771	0.22103091	0.19971352
4.0	56.0	76.0	0.85100156	0.22442468	0.18451025
4.0	56.0	77.0	0.90010794	0.22775276	0.17012399
4.0	56.0	78.0	0.95034934	0.23101854	0.15643386
4.0	56.0	79.0	1.00130980	0.23423233	0.14334113
4.0	56.0	80.0	1.05247444	0.23741884	0.13077314
4.0	56.0	81.0	1.10322796	0.24062485	0.11868463
4.0	56.0	82.0	1.15286679	0.24394059	0.10706038
4.0	56.0	83.0	1.20060036	0.24752325	0.09588959
4.0	56.0	84.0	1.24550826	0.25160416	0.08507441
4.0	56.0	85.0	1.28622874	0.25621582	0.07401623
4.0	56.0	86.0	1.32040695	0.26024487	0.06112063
4.0	56.0	87.0	1.34623129	0.26194648	0.04579353
4.0	56.0	88.0	1.36440058	0.26199850	0.02999645
4.0	56.0	89.0	1.37546322	0.26175340	0.01478941
4.0	56.0	90.0	1.37919989	0.26165483	0.00000144
4.0	56.0	91.0	1.37546320	0.26175335	0.01478936
4.0	56.0	92.0	1.36440059	0.26199842	0.02999630
4.0	56.0	93.0	1.34623129	0.26194638	0.04579332
4.0	56.0	94.0	1.32040693	0.26024476	0.06112045
4.0	56.0	95.0	1.28622871	0.25621582	0.07401615
4.0	56.0	96.0	1.24550822	0.25160440	0.08507442
4.0	56.0	97.0	1.20060031	0.24752341	0.09588954
4.0	56.0	98.0	1.15286679	0.24394074	0.10706036
4.0	56.0	99.0	1.10322798	0.24062501	0.11868469
4.0	56.0	100.0	1.05247446	0.23741908	0.13077327
